0.012659993	0.031285554	-0.004735711	-0.026211701	-0.0361411	0.0026037134	0.09785806	0.026586317	0.010215331	-0.022326753	-0.037213225	0.02973965	-0.045454208	-0.032023866	-0.022625625	0.09893675
-0.06782944	0.010354266	-0.07037377	0.04773346	-0.024747837	-0.043450538	0.03200182	0.047931522	-0.038015623	-0.0031590185	0.009046666	0.06333288	-0.06861537	0.0037983938	-0.054379787	0.113680206
-0.04006787	-0.034959093	-0.11306793	0.0808934	-0.07030752	0.010495623	0.03066144	0.049770694	0.043748274	-0.034772478	0.0021451423	0.051470593	-0.01113384	0.03370978	0.0067117917	0.07986423
-0.016091647	0.030164652	-0.14047085	-0.009552319	-0.011522261	-0.013426108	0.095119864	0.015057146	0.04857799	0.04385161	-0.051700283	0.03358123	-0.031883955	0.0149851	-0.034903742	0.1326783
-0.06986639	-0.02270099	-0.08155583	-0.013696205	-0.07221575	-0.0004940812	0.06967034	-0.011233922	0.019464772	0.007875655	0.021540025	-0.011333668	0.022300234	-0.033742134	-0.02738252	0.04595982
0.004958755	0.03722117	-0.06102989	-0.029705018	0.0074782483	0.0023098825	-0.01860652	-0.041681197	0.024936587	-0.022414247	-0.043637063	-0.028531581	-0.07111414	0.04528271	-0.023176884	0.099223144
-0.06064325	-0.05045016	-0.07031834	0.059236996	0.0015591934	-0.012885329	0.02296507	-0.029924206	0.07492718	0.05485018	0.034738034	0.10808213	-0.061464377	-0.006884055	-0.012551881	0.040121257
-0.04504872	0.010832869	-0.022591146	0.011375793	-0.026356043	-0.029152112	0.0724833	-0.0021597939	-0.0006750226	0.06845341	-0.0056820814	0.010814556	-0.044589903	0.031922087	0.015985161	0.07739596
0.013578663	-0.019707587	-0.11144056	0.029336346	0.02084366	0.01942831	0.015014992	-0.015058041	0.018933022	-0.041216213	0.011920599	-0.012433361	-0.046491604	-0.06648835	0.017101739	0.14620511
-0.026807485	-0.0060083456	-0.059864245	0.0015379745	0.023557555	0.04152039	0.0069695725	0.055896107	0.045035154	-0.07728354	-0.0024057569	-0.006746194	-0.008534705	0.009360445	-0.008078604	0.06901339
-0.03945075	0.0166206	-0.05775725	0.03443506	0.039270677	-0.0192801	0.032304663	0.009139018	-0.019366728	-0.09555704	-0.05370783	0.004792822	-0.08620411	-0.031466987	-0.044691227	0.020302787
-0.004348529	-0.015220335	-0.15660173	-0.010197325	-0.017751211	-0.004706988	0.030098444	0.00210221	-0.00044080726	-0.05553894	0.059749145	0.00075755356	-0.116893336	0.002425668	-0.10565683	0.06890178
-0.048497964	0.01705915	0.054548644	-0.036616977	-0.0045537055	-0.011873999	0.078303434	0.030961713	0.047136478	0.0132896155	-0.053968217	0.008400267	-0.09098315	0.013235684	-0.12924708	0.108557254
0.028279515	-0.057736903	-0.09801802	-0.043896943	-0.008400307	-0.0048525003	0.041529916	-0.046602093	0.0031174554	0.10744203	0.124427095	0.020909471	-0.074460864	0.0758171	0.01177735	0.03126659
-0.058323562	-0.012545311	-0.045315955	0.0074286293	0.018226096	0.037195213	0.017989634	0.0914766	0.016176093	0.007874826	-0.033619024	0.0105110705	-0.018920364	-0.0026703663	0.051006783	0.11421298
-0.013905084	0.09759782	-0.045808714	0.04571696	-0.049603816	-0.08543632	0.06183658	0.019781766	-0.09698423	-0.057529226	0.0025840383	0.029831674	0.0022040915	0.055043977	-0.064870305	0.06460722
-0.04868574	0.0731686	-0.028172622	0.05275544	0.009843183	-0.032347724	0.00851405	-0.00013781304	0.0005159439	0.116147436	-0.06654445	0.044403154	-0.0430206	-0.015422599	-0.04660943	0.15743834
-0.020357298	0.021753123	-0.07507145	-0.036854517	-0.05835678	0.05090183	0.026214482	0.015521176	-0.057394315	0.05795121	0.043481383	0.0052813324	-0.020468038	0.015614289	-0.12441074	0.055993117
-0.032983914	0.031478375	-0.1820613	-0.030664545	0.034861084	0.053012542	-0.0080778515	-0.005054256	0.008455208	-0.017302219	-0.041776646	-0.0407154	-0.11917787	-0.11615544	-0.115576886	0.09026941
-0.075820275	0.018348007	-0.120341234	0.014072109	0.0469683	-0.039720543	-0.00027402112	-0.004272966	0.072643876	-0.0461065	0.020078784	-0.026439874	-0.028943857	0.04799153	-0.031696077	0.09966691
0.031660587	-0.03436093	-0.02721052	0.011272823	-0.0045879805	-0.015636798	0.11976061	0.0056043053	-0.029119005	0.0128349615	-0.019742765	-0.07496809	-0.018810745	0.050918214	-0.013678475	0.04583724
0.026438601	0.004669782	-0.092046805	-0.059335716	-0.13283701	0.015767114	0.037691228	-0.02780069	-0.0119827315	-0.02268055	0.038646616	0.04444056	-0.07457112	-0.049622077	0.024065474	0.02483458
-0.05037015	-0.0028572115	-0.008635424	0.09341577	-0.010676626	0.03842282	0.108362	0.17280006	0.05069827	-0.069762446	-0.09340044	-0.06801777	0.040329784	0.0419757	-0.09878291	0.08120932
0.010263965	-0.09609246	-0.12704033	0.005213736	0.012610356	-0.021632873	-0.0057913894	0.038292687	-0.02010298	0.04357236	0.044799197	-0.024246825	-0.07679257	0.06096746	-0.012121024	-0.009411706
-0.04864498	0.02573579	-0.044658516	-0.027963141	0.03021535	0.047725443	0.15575781	0.05329701	-0.053813104	-0.005094232	0.014720715	-0.02410196	-0.010414317	0.038712934	0.044643756	0.028091023
-0.024890235	0.062464125	0.010936015	0.02014737	0.015250914	-0.036517378	-0.006947135	-0.03765127	0.016235441	0.05539438	0.07807368	0.08941713	-0.105425395	-0.056717347	0.047115058	0.09957475
-0.003134158	0.0070567317	-0.068040855	0.039474905	0.03232134	0.0037946287	0.059320047	-0.02816438	-0.004227391	0.0044432324	-0.067676455	-0.08114126	0.033092104	0.008836847	-0.039405238	0.09644534
